key	text	tooltip
effect_bundles_localised_title_tmb_balefire_magics_bats_carrion_dire_armour	Bolstered Husks	true
effect_bundles_localised_description_tmb_balefire_magics_bats_carrion_dire_armour	These creatures are imbued with Dark Magic to increase vitality and bestow a callous cunning.	true
effect_bundles_localised_title_tmb_balefire_magics_bats_carrion_dire_relics	Foul Incantations	true
effect_bundles_localised_description_tmb_balefire_magics_bats_carrion_dire_relics	Miasma and foul energies drive these creatures ever onward.	true
effect_bundles_localised_title_tmb_balefire_magics_tier_1_enchanted_arrows	Ancient Bows	true
effect_bundles_localised_description_tmb_balefire_magics_tier_1_enchanted_arrows	These arrows of death darken the sky before falling amidst the ranks of the enemy.	true
effect_bundles_localised_title_tmb_balefire_magics_tier_1_unending_quivers	Ancient Quivers	true
effect_bundles_localised_description_tmb_balefire_magics_tier_1_unending_quivers	Blesses by Asaph, these quivers provide an almost infinite supply of arrows.	true
effect_bundles_localised_title_tmb_balefire_magics_tier_2_enchanted_arrows	Blessed Bows of Asaph	true
effect_bundles_localised_description_tmb_balefire_magics_tier_2_enchanted_arrows	More potent than standard bows, these blessed bows provide the wielder with powerful attacks.	true
effect_bundles_localised_title_tmb_balefire_magics_ethereal_frostbite_attacks	Reaper Scythes	true
effect_bundles_localised_description_tmb_balefire_magics_ethereal_frostbite_attacks	Reaper Scythes harvest the souls of the enemy with each fell sweep.	true
effect_bundles_localised_title_tmb_balefire_magics_cavalry_tier_1	Devistating Charge	true
effect_bundles_localised_description_tmb_balefire_magics_cavalry_tier_1	'Death comes to all who stand in our way'	true
effect_bundles_localised_title_tmb_balefire_magics_cavalry_tier_2	Padded Armour	true
effect_bundles_localised_description_tmb_balefire_magics_cavalry_tier_2	Skeletal Steeds and Chariots clad in the finest Nehekharan armour.	true
effect_bundles_localised_title_tmb_balefire_magics_cavalry_tier_3	Undeathly Vigour	true
effect_bundles_localised_description_tmb_balefire_magics_cavalry_tier_3	Swift and lightning-fast cavalry will run down the enemies of Nehekhara!	true
effect_bundles_localised_title_tmb_balefire_magics_archers_tier_1	Hail of Ancient Arrows	true
effect_bundles_localised_description_tmb_balefire_magics_archers_tier_1	Skeleton Archers let loose a rain of deadly arrows that's sure to decimate the enemy.	true
effect_bundles_localised_title_tmb_balefire_magics_archers_tier_2	Withering Arrows	true
effect_bundles_localised_description_tmb_balefire_magics_archers_tier_2	Arrows dipped in poison will cripple flesh and bones.	true
effect_bundles_localised_title_tmb_balefire_magics_archers_tier_3	Flaming Arrows	true
effect_bundles_localised_description_tmb_balefire_magics_archers_tier_3	These arrows of death will burn away flesh and melt armour.	true
effect_bundles_localised_title_tmb_balefire_magics_ushabti_tier_1	Rituals of Infusion	true
effect_bundles_localised_description_tmb_balefire_magics_ushabti_tier_1	In times of need, the Liche Priests awaken the Ushabti with powerful incantations, allowing the spirits of ancient heroes to possess them. These Ushabti are imposing monuments to Nehekhara's former power.	true
effect_bundles_localised_title_tmb_balefire_magics_ushabti_tier_2	Ritual Bades	true
effect_bundles_localised_description_tmb_balefire_magics_ushabti_tier_2	Ushabti wield huge ritualistic weapons, from large-bladed staves that would take the combined strength of three mortal men to lift. These mighty weapons are as elaborately crafted and decorated.	true
effect_bundles_localised_title_tmb_balefire_magics_ushabti_tier_3	Hieroglyphic Armour	true
effect_bundles_localised_description_tmb_balefire_magics_ushabti_tier_3	Ushabti's statuesque bodies can withstand enormous damage, and they are incredibly strong. Thus, Ushabti are possessed by the souls of Nehekhara's mightiest heroes.	true
effect_bundles_localised_title_tmb_balefire_magics_ushabti_missile_tier_1	Great Bows of Speed	true
effect_bundles_localised_description_tmb_balefire_magics_ushabti_missile_tier_1	Ushabti Great Bows are powerful indeed. The speed the arrow is loosed pierces the toughest armour and flesh.	true
effect_bundles_localised_title_tmb_balefire_magics_ushabti_missile_tier_2	Great Bows of Reach	true
effect_bundles_localised_description_tmb_balefire_magics_ushabti_missile_tier_2	Ushabti Great Bows crafted and enchanted helps them to loose arrows much father than their orignal counterparts.	true
effect_bundles_localised_title_tmb_balefire_magics_scorpion_tier_1	Sand Veil	true
effect_bundles_localised_description_tmb_balefire_magics_scorpion_tier_1	A Tomb Scorpion hidden, laying in wait for its prey to unsuspectingly fall into its trap.	true
effect_bundles_localised_title_tmb_balefire_magics_scorpion_tier_2	Powerful Pincers	true
effect_bundles_localised_description_tmb_balefire_magics_scorpion_tier_2	Should the Scorpion get the opportunity, it is able to literally crush the enemy with its claws; nothing can survive the sheer strength of this blow,	true
effect_bundles_localised_title_tmb_balefire_magics_scorpion_tier_3	Tail Stinger	true
effect_bundles_localised_description_tmb_balefire_magics_scorpion_tier_3	Even a shallow wound could be lethal, due to the poison sacks inside the Tomb Scorpion's body.	true
effect_bundles_localised_title_tmb_balefire_magics_sepulchral_tier_1	Underground Stalkers	true
effect_bundles_localised_description_tmb_balefire_magics_sepulchral_tier_1	Sepulchral Stalkers are natual stalkers, and the sands of Nehekhara make for the perfect ambush.	true
effect_bundles_localised_title_tmb_balefire_magics_sepulchral_tier_2	Ammo Pouches	true
effect_bundles_localised_description_tmb_balefire_magics_sepulchral_tier_2	Magical Ammo provides the Sepulchral Stalker with extra volleys of death.	true
effect_bundles_localised_title_tmb_balefire_magics_sepulchral_tier_3	Ornate Staves	true
effect_bundles_localised_description_tmb_balefire_magics_sepulchral_tier_3	Powerful enchantments and runes engraved on these staves deliver more devistating attacks.	true
effect_bundles_localised_title_tmb_balefire_magics_necropolis_tier_1	Stalking Serpents	true
effect_bundles_localised_description_tmb_balefire_magics_necropolis_tier_1	Necroserpents travel beneath the ground at a relentless pace, emerging from the depths with sand cascading off their forms, warriors standing proudly upon their hooded backs with spears lowered, ready to spill the blood of their foes	true
effect_bundles_localised_title_tmb_balefire_magics_necropolis_tier_2	Monstrous Mounts	true
effect_bundles_localised_description_tmb_balefire_magics_necropolis_tier_2	Their monstrous mounts shatter bones with every swipe of their tails and sink scimitar-sized fangs deep into soft flesh.	true
effect_bundles_localised_title_tmb_balefire_magics_necropolis_tier_3	Necroserpent's Frenzy	true
effect_bundles_localised_description_tmb_balefire_magics_necropolis_tier_3	A Necropolis Knight fights with an unwavering ruthlessness.	true
